processed_words,model_name,retry_count,turn_count,success_failure
leafy,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
SIEVE,moonshotai/Kimi-K2-Instruct,2,4,SUCCESS
urine,moonshotai/Kimi-K2-Instruct,0,3,SUCCESS
WOUND,moonshotai/Kimi-K2-Instruct,1,6,SUCCESS
HORDE,moonshotai/Kimi-K2-Instruct,0,6,FAIL
rebel,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
DECAY,moonshotai/Kimi-K2-Instruct,0,5,"FAIL;Error code: 500 - {'id': 'o5vEVWP-zqrih-96a56a5adce32343', 'error': {'message': 'Internal server error', 'type': 'server_error', 'param': None, 'code': None}}"
FLAKE,moonshotai/Kimi-K2-Instruct,0,5,SUCCESS
PAPAL,moonshotai/Kimi-K2-Instruct,0,6,FAIL
FOYER,moonshotai/Kimi-K2-Instruct,0,6,FAIL
ALOOF,moonshotai/Kimi-K2-Instruct,2,5,SUCCESS
medal,moonshotai/Kimi-K2-Instruct,0,3,SUCCESS
wagon,moonshotai/Kimi-K2-Instruct,1,5,SUCCESS
gusty,moonshotai/Kimi-K2-Instruct,1,5,SUCCESS
TRIAL,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
racer,moonshotai/Kimi-K2-Instruct,3,6,SUCCESS
llama,moonshotai/Kimi-K2-Instruct,0,5,"FAIL;Error code: 500 - {'id': 'o5vFasp-zqrih-96a56f8ec8accfb0', 'error': {'message': 'Internal server error', 'type': 'server_error', 'param': None, 'code': None}}"
proxy,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
later,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
rabid,moonshotai/Kimi-K2-Instruct,1,6,"FAIL;Error code: 500 - {'id': 'o5vFask-zqrih-96a56f8eae5bfab2', 'error': {'message': 'Internal server error', 'type': 'server_error', 'param': None, 'code': None}}"
FEIGN,moonshotai/Kimi-K2-Instruct,0,1,"FAIL;Error code: 500 - {'id': 'o5vFcMs-zqrih-96a56fae5e3ffab2', 'error': {'message': 'Internal server error', 'type': 'server_error', 'param': None, 'code': None}}"
