processed_words,model_name,retry_count,turn_count,success_failure
ABACK,moonshotai/Kimi-K2-Instruct,1,3,SUCCESS
abate,moonshotai/Kimi-K2-Instruct,1,5,SUCCESS
abbot,moonshotai/Kimi-K2-Instruct,3,4,SUCCESS
abhor,moonshotai/Kimi-K2-Instruct,0,5,SUCCESS
abide,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
ABODE,moonshotai/Kimi-K2-Instruct,1,3,SUCCESS
abort,moonshotai/Kimi-K2-Instruct,0,3,SUCCESS
ABOUT,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
abuse,moonshotai/Kimi-K2-Instruct,0,5,SUCCESS
ACORN,moonshotai/Kimi-K2-Instruct,0,3,SUCCESS
ACRID,moonshotai/Kimi-K2-Instruct,0,2,SUCCESS
ACTOR,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
acute,moonshotai/Kimi-K2-Instruct,4,6,FAIL
adage,moonshotai/Kimi-K2-Instruct,2,6,FAIL
adapt,moonshotai/Kimi-K2-Instruct,1,3,SUCCESS
ADEPT,moonshotai/Kimi-K2-Instruct,0,3,SUCCESS
ADOBE,moonshotai/Kimi-K2-Instruct,1,5,SUCCESS
adopt,moonshotai/Kimi-K2-Instruct,0,3,SUCCESS
ADORN,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
AFFIX,moonshotai/Kimi-K2-Instruct,0,6,FAIL
afire,moonshotai/Kimi-K2-Instruct,0,6,SUCCESS
AFOOT,moonshotai/Kimi-K2-Instruct,2,6,SUCCESS
after,moonshotai/Kimi-K2-Instruct,0,6,FAIL
AGAIN,moonshotai/Kimi-K2-Instruct,1,6,FAIL
agape,moonshotai/Kimi-K2-Instruct,0,5,SUCCESS
agile,moonshotai/Kimi-K2-Instruct,1,4,SUCCESS
aging,moonshotai/Kimi-K2-Instruct,0,5,SUCCESS
agree,moonshotai/Kimi-K2-Instruct,0,2,SUCCESS
ahead,moonshotai/Kimi-K2-Instruct,3,6,FAIL
aider,moonshotai/Kimi-K2-Instruct,0,5,SUCCESS
alert,moonshotai/Kimi-K2-Instruct,1,6,FAIL
ALIEN,moonshotai/Kimi-K2-Instruct,1,4,SUCCESS
ALLAY,moonshotai/Kimi-K2-Instruct,1,6,FAIL
alley,moonshotai/Kimi-K2-Instruct,0,6,FAIL
allow,moonshotai/Kimi-K2-Instruct,3,6,SUCCESS
ALOFT,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
alone,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
alter,moonshotai/Kimi-K2-Instruct,3,6,FAIL
amaze,moonshotai/Kimi-K2-Instruct,10,6,FAIL
AMBER,moonshotai/Kimi-K2-Instruct,0,5,SUCCESS
amble,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
AMEND,moonshotai/Kimi-K2-Instruct,0,3,SUCCESS
amity,moonshotai/Kimi-K2-Instruct,0,6,FAIL
among,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
AMPLY,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
AMUSE,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
ANGER,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
angle,moonshotai/Kimi-K2-Instruct,2,3,SUCCESS
ANGST,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
ANKLE,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
annul,moonshotai/Kimi-K2-Instruct,5,5,SUCCESS
anode,moonshotai/Kimi-K2-Instruct,4,6,FAIL
ANVIL,moonshotai/Kimi-K2-Instruct,1,4,SUCCESS
AORTA,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
apart,moonshotai/Kimi-K2-Instruct,2,5,SUCCESS
APNEA,moonshotai/Kimi-K2-Instruct,1,6,FAIL
APPLY,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
arena,moonshotai/Kimi-K2-Instruct,0,3,SUCCESS
ARISE,moonshotai/Kimi-K2-Instruct,0,2,SUCCESS
aroma,moonshotai/Kimi-K2-Instruct,1,6,FAIL
ARRAY,moonshotai/Kimi-K2-Instruct,0,2,SUCCESS
ashen,moonshotai/Kimi-K2-Instruct,0,5,SUCCESS
ASIDE,moonshotai/Kimi-K2-Instruct,0,2,SUCCESS
assay,moonshotai/Kimi-K2-Instruct,0,3,SUCCESS
ATOLL,moonshotai/Kimi-K2-Instruct,4,6,SUCCESS
augur,moonshotai/Kimi-K2-Instruct,3,6,SUCCESS
AUNTY,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
AVAIL,moonshotai/Kimi-K2-Instruct,2,5,SUCCESS
