processed_words,model_name,retry_count,turn_count,success_failure
BESET,moonshotai/Kimi-K2-Instruct,6,6,FAIL
betel,moonshotai/Kimi-K2-Instruct,1,6,SUCCESS
bicep,moonshotai/Kimi-K2-Instruct,5,6,SUCCESS
bleak,moonshotai/Kimi-K2-Instruct,5,6,FAIL
blend,moonshotai/Kimi-K2-Instruct,0,2,SUCCESS
BREED,moonshotai/Kimi-K2-Instruct,4,6,FAIL
burnt,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
CABAL,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
CHEAP,moonshotai/Kimi-K2-Instruct,0,5,SUCCESS
CUTIE,moonshotai/Kimi-K2-Instruct,1,5,SUCCESS
DAISY,moonshotai/Kimi-K2-Instruct,1,5,SUCCESS
deity,moonshotai/Kimi-K2-Instruct,2,6,FAIL
dense,moonshotai/Kimi-K2-Instruct,0,6,FAIL
DONOR,moonshotai/Kimi-K2-Instruct,2,4,SUCCESS
DOUBT,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
DRAFT,moonshotai/Kimi-K2-Instruct,2,6,FAIL
DROLL,moonshotai/Kimi-K2-Instruct,1,5,SUCCESS
droop,moonshotai/Kimi-K2-Instruct,1,4,SUCCESS
egret,moonshotai/Kimi-K2-Instruct,4,6,FAIL
ELUDE,moonshotai/Kimi-K2-Instruct,2,6,FAIL
embed,moonshotai/Kimi-K2-Instruct,2,6,FAIL
EMCEE,moonshotai/Kimi-K2-Instruct,5,6,SUCCESS
enter,moonshotai/Kimi-K2-Instruct,1,6,FAIL
ERASE,moonshotai/Kimi-K2-Instruct,1,3,SUCCESS
etude,moonshotai/Kimi-K2-Instruct,7,6,FAIL
FARCE,moonshotai/Kimi-K2-Instruct,1,6,FAIL
feign,moonshotai/Kimi-K2-Instruct,4,6,FAIL
FELON,moonshotai/Kimi-K2-Instruct,1,5,SUCCESS
fetal,moonshotai/Kimi-K2-Instruct,0,3,SUCCESS
filth,moonshotai/Kimi-K2-Instruct,0,3,SUCCESS
freak,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
funny,moonshotai/Kimi-K2-Instruct,0,6,FAIL
GHOUL,moonshotai/Kimi-K2-Instruct,1,6,FAIL
gorge,moonshotai/Kimi-K2-Instruct,0,6,FAIL
GROOM,moonshotai/Kimi-K2-Instruct,0,6,SUCCESS
HAPPY,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
HAZEL,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
HEFTY,moonshotai/Kimi-K2-Instruct,2,4,SUCCESS
inane,moonshotai/Kimi-K2-Instruct,1,4,SUCCESS
INDEX,moonshotai/Kimi-K2-Instruct,0,5,SUCCESS
issue,moonshotai/Kimi-K2-Instruct,4,6,FAIL
JOINT,moonshotai/Kimi-K2-Instruct,2,4,SUCCESS
juicy,moonshotai/Kimi-K2-Instruct,1,4,SUCCESS
kebab,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
ladle,moonshotai/Kimi-K2-Instruct,1,6,FAIL
learn,moonshotai/Kimi-K2-Instruct,1,5,SUCCESS
LEFTY,moonshotai/Kimi-K2-Instruct,0,3,SUCCESS
lilac,moonshotai/Kimi-K2-Instruct,2,6,FAIL
LINER,moonshotai/Kimi-K2-Instruct,0,3,SUCCESS
lumen,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
lumpy,moonshotai/Kimi-K2-Instruct,0,4,SUCCESS
LUNAR,moonshotai/Kimi-K2-Instruct,4,6,FAIL
macaw,moonshotai/Kimi-K2-Instruct,0,6,SUCCESS
MARSH,moonshotai/Kimi-K2-Instruct,0,3,SUCCESS
METRO,moonshotai/Kimi-K2-Instruct,5,6,FAIL
MIMIC,moonshotai/Kimi-K2-Instruct,5,6,SUCCESS
missy,moonshotai/Kimi-K2-Instruct,1,6,FAIL
