processed_words,model_name,retry_count,turn_count,success_failure
regur,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
inerm,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,9,6,FAIL
lunet,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,11,6,FAIL
gonks,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
porky,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,11,6,FAIL
dicto,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,14,6,FAIL
temse,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
tipup,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,10,6,FAIL
firry,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
cured,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,16,6,FAIL
grith,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,13,6,FAIL
nills,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,14,6,FAIL
apsos,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,17,6,FAIL
henny,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,18,6,FAIL
lipos,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,13,6,FAIL
jhala,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,15,6,FAIL
tarty,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,10,6,FAIL
lapis,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,14,6,FAIL
rangi,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,9,6,FAIL
geats,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
scoup,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,10,6,FAIL
retia,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-09T00:14:29_llama32_3b_flash_attn_fsdp2_cp_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
