processed_words,model_name,retry_count,turn_count,success_failure
BOOZE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-06T08:38:25_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp_openai_120b_sft/epoch_5/step_final,0,6,FAIL
moult,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-06T08:38:25_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp_openai_120b_sft/epoch_5/step_final,0,6,SUCCESS
SWAMI,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-06T08:38:25_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp_openai_120b_sft/epoch_5/step_final,0,4,SUCCESS
FETID,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-06T08:38:25_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp_openai_120b_sft/epoch_5/step_final,0,6,FAIL
SOUND,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-06T08:38:25_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp_openai_120b_sft/epoch_5/step_final,0,5,SUCCESS
foyer,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-06T08:38:25_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp_openai_120b_sft/epoch_5/step_final,0,6,FAIL
check,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-06T08:38:25_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp_openai_120b_sft/epoch_5/step_final,0,6,FAIL
odder,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-06T08:38:25_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp_openai_120b_sft/epoch_5/step_final,0,6,SUCCESS
conch,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-06T08:38:25_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp_openai_120b_sft/epoch_5/step_final,0,5,SUCCESS
hover,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-06T08:38:25_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp_openai_120b_sft/epoch_5/step_final,0,6,SUCCESS
ramen,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-06T08:38:25_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp_openai_120b_sft/epoch_5/step_final,0,6,FAIL
HARSH,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-06T08:38:25_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp_openai_120b_sft/epoch_5/step_final,0,6,FAIL
