processed_words,model_name,retry_count,turn_count,success_failure
urine,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
HORDE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,6,FAIL
REBEL,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,3,SUCCESS
decay,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
FLAKE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
foyer,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
ALOOF,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,6,6,FAIL
MEDAL,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
WAGON,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,5,SUCCESS
GUSTY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,6,FAIL
RACER,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,6,FAIL
RABID,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
SIXTY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,5,6,FAIL
ANIME,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,3,6,SUCCESS
COMMA,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
goose,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,5,SUCCESS
KINKY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
GENIE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,6,FAIL
FUNKY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,6,FAIL
PROOF,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,3,4,SUCCESS
ROAST,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,3,SUCCESS
CARRY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,6,FAIL
SYRUP,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,SUCCESS
CHART,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,SUCCESS
CHESS,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
waste,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T15:38:10_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
