processed_words,model_name,retry_count,turn_count,success_failure
urine,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,2,SUCCESS
HORDE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,5,SUCCESS
REBEL,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
decay,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
FLAKE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
foyer,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
ALOOF,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
MEDAL,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
WAGON,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,6,FAIL
GUSTY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
RACER,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,FAIL
RABID,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,5,SUCCESS
SIXTY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,4,SUCCESS
ANIME,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,3,SUCCESS
COMMA,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
goose,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
KINKY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,6,FAIL
GENIE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T16:44:58_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,FAIL
